RecordID,Timestamp,Hostname,EventID,Provider,Level,Account,SourceIP,Process,CommandLine,FilePath,SHA256,Message,Mitre_Tactic,Mitre_Technique,Mitre_Technique_ID,Notes
471,2025-07-07 22:14:27,WIN-HOST-034,4688,Microsoft-Windows-Security-Auditing,Information,bob,230.75.155.55,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,"""C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe"" -arg1 /c ""do_something""",C:\Users\bob\AppData\Local\Temp\e203aa88.tmp,fd25876afecda1396248a887117cae35c1c7bd768cc2567bfa8bc6480cfed032,Mass deletion of files detected.,Impact,Data Destruction,T1485,Data destruction activity suspected.
472,2025-08-14 08:50:12,WIN-HOST-029,7045,Service Control Manager,Information,svc_updater,84.209.51.42,C:\Windows\System32\taskhostw.exe,"""C:\Windows\System32\taskhostw.exe"" -arg5 /c ""do_something""",C:\Users\svc_updater\AppData\Local\Temp\df0b92d7.tmp,a72fdeca391593aacffcee962e928b7b186833b7d8e47250862e35860986dcf8,A service was installed in the system.,Privilege Escalation,Exploitation for Privilege Escalation,T1068,
473,2025-08-03 20:03:59,WIN-HOST-016,1102,Microsoft-Windows-Eventlog,Warning,alice,18.59.49.207,C:\Windows\System32\svchost.exe,"""C:\Windows\System32\svchost.exe"" -arg2 /c ""do_something""",C:\Users\alice\AppData\Local\Temp\3c4bbe46.tmp,52ca2501fe7ab7334c1fe46e8dd8b81111089b123610bda874dba4e31657a108,The audit log was cleared.,Privilege Escalation,Valid Accounts,T1078,
474,2025-09-06 05:30:57,WIN-HOST-049,4663,Microsoft-Windows-Security-Auditing,Information,bob,105.193.101.174,C:\Program Files\7-Zip\7z.exe,"""C:\Program Files\7-Zip\7z.exe"" -arg2 /c ""do_something""",C:\Users\bob\AppData\Local\Temp\098c6a31.tmp,64666f2187f4b7d25193bb42c6845ec1aed0b65998576300f1cf0aee9b545c45,An attempt was made to access an object.,Discovery,File and Directory Discovery,T1083,
475,2025-08-29 09:58:56,WIN-HOST-044,4688,Microsoft-Windows-Security-Auditing,Information,svc_sql,36.170.86.133,C:\Windows\System32\mpssvc.dll,"""C:\Windows\System32\mpssvc.dll"" -arg6 /c ""do_something""",C:\Users\svc_sql\AppData\Local\Temp\a1aca5fc.tmp,31f039fcf6314e0c938b9a152cc5292dc5e9c6ed0077614becb48978eda8b96f,A new process has been created.,Discovery,File and Directory Discovery,T1083,
476,2025-07-04 05:38:33,WIN-HOST-011,4688,Microsoft-Windows-Security-Auditing,Information,alice,45.68.90.248,C:\Program Files\OpenSSH\ssh.exe,"""C:\Program Files\OpenSSH\ssh.exe"" -arg1 /c ""do_something""",C:\Users\alice\AppData\Local\Temp\3f9d78b1.tmp,21c48fef38915c661dd25f559a9560add07f41ceb89d0c9eb20bc4c93d2a35a8,Mass deletion of files detected.,Impact,Data Destruction,T1485,Data destruction activity suspected.
477,2025-08-04 23:20:48,WIN-HOST-036,4624,Microsoft-Windows-Security-Auditing,Information,svc_backup,40.143.52.53,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,"""C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe"" -arg1 /c ""do_something""",C:\Users\svc_backup\AppData\Local\Temp\bd99960a.tmp,207d3a067101285322c578dc8f616d7e81213c8a982848b282e79c85dd354b69,An account was successfully logged on.,Defense Evasion,Masquerading,T1036,
478,2025-07-20 04:51:56,WIN-HOST-056,4688,Microsoft-Windows-Security-Auditing,Information,IIS_APPPOOL\DefaultAppPool,103.68.203.158,C:\Windows\System32\taskhostw.exe,"""C:\Windows\System32\taskhostw.exe"" -arg4 /c ""do_something""",C:\Users\IIS_APPPOOL\DefaultAppPool\AppData\Local\Temp\70112281.tmp,9b4f13ed3290e0516d8bb4615121005bbd2a2908a59fa4ef16d7c591fc25a9b5,A new process has been created.,Persistence,Boot or Logon Autostart Execution,T1547,
479,2025-09-17 09:49:38,WIN-HOST-005,5145,Microsoft-Windows-Security-Auditing,Information,bob,187.12.121.25,C:\Program Files\Mozilla Firefox\firefox.exe,"""C:\Program Files\Mozilla Firefox\firefox.exe"" -arg1 /c ""do_something""",C:\Users\bob\AppData\Local\Temp\8b3d1b6c.tmp,e80cb88d40552ceb47ad4058cce91bac5cc5e22f317025a778ffac8c9503d8b5,A network share object was checked to see whether client can be granted desired access.,Persistence,Boot or Logon Autostart Execution,T1547,
480,2025-08-17 13:53:46,WIN-HOST-068,8,Microsoft-Windows-Sysmon,Information,svc_backup,173.63.93.212,C:\Windows\System32\svchost.exe,"""C:\Windows\System32\svchost.exe"" -arg6 /c ""do_something""",C:\Users\svc_backup\AppData\Local\Temp\fdea359c.tmp,9948cefbe5f16bc204574d62e395a9e6c12dfb3b17fa9e56b7206d0e246a05c6,Mass deletion of files detected.,Impact,Data Destruction,T1485,Data destruction activity suspected.
481,2025-08-26 21:28:11,WIN-HOST-045,5145,Service Control Manager,Information,svc_updater,26.75.22.6,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,"""C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe"" -arg5 /c ""do_something""",C:\Users\svc_updater\AppData\Local\Temp\05326386.tmp,900646249574c7c25311cd79112cfcc0d1a08ae4f80432bcdcc4b62dfa161276,Access to ADMIN$ share or C$ share.,Lateral Movement,Windows Admin Shares,T1021.002,Possible lateral movement using admin shares.
482,2025-09-01 15:31:19,WIN-HOST-009,1102,Microsoft-Windows-Eventlog,Warning,SYSTEM,242.206.126.235,C:\Program Files\7-Zip\7z.exe,"""C:\Program Files\7-Zip\7z.exe"" -arg6 /c ""do_something""",C:\Users\SYSTEM\AppData\Local\Temp\efd06476.tmp,b8fad677393a86165adf1978a3bacf8f2256bf4158315e217e7dde962cf0c4be,The audit log was cleared.,Discovery,System Network Connections Discovery,T1049,
483,2025-07-21 23:03:52,WIN-HOST-068,4663,Microsoft-Windows-Security-Auditing,Information,john.doe,254.215.71.190,C:\Windows\System32\taskhostw.exe,"""C:\Windows\System32\taskhostw.exe"" -arg4 /c ""do_something""",C:\Users\john.doe\AppData\Local\Temp\553d9079.tmp,7a833d4c48854c403c5865674723fa4fa790aba1745e87bd2eeca0d4b0152ea6,An attempt was made to access an object.,Defense Evasion,Timestomping,T1099,
484,2025-07-07 00:48:40,WIN-HOST-025,5156,Microsoft-Windows-Security-Auditing,Information,Guest,4.229.91.213,C:\Windows\System32\taskhostw.exe,"""C:\Windows\System32\taskhostw.exe"" -arg6 /c ""do_something""",C:\Users\Guest\AppData\Local\Temp\a46496e4.tmp,d061f1426ea7289f7cd7be931c21666fd2397628db3780af619d44aa45a7cf3a,Windows Filtering Platform has permitted a connection.,Persistence,Service Registry Permissions Weakness,T1547.001,
485,2025-08-28 08:35:53,WIN-HOST-003,4625,Microsoft-Windows-Security-Auditing,Information,krbtgt,43.66.149.150,C:\Program Files\Git\bin\bash.exe,"""C:\Program Files\Git\bin\bash.exe"" -arg6 /c ""do_something""",C:\Users\krbtgt\AppData\Local\Temp\1b2cfe79.tmp,b63f3ce19cec5b263cc36a4e0067429da1a9ca396145384d11c32ebf685ee166,Multiple failed logon attempts detected.,Credential Access,Brute Force,T1110,Failed logon count: 4
486,2025-06-24 18:12:40,WIN-HOST-033,5145,Microsoft-Windows-Security-Auditing,Information,bob,214.11.246.3,C:\Windows\System32\svchost.exe,"""C:\Windows\System32\svchost.exe"" -arg6 /c ""do_something""",C:\Users\bob\AppData\Local\Temp\c3ec0c40.tmp,4617088454d2bee310d15105756c73df866706aaeb9cf83483b063312ef48d8e,A network share object was checked to see whether client can be granted desired access.,Initial Access,Phishing: Spearphishing Attachment,T1566.001,
487,2025-08-08 09:32:59,WIN-HOST-057,4625,Microsoft-Windows-Security-Auditing,Warning,svc_sql,140.26.178.199,C:\Windows\System32\cmd.exe,"""C:\Windows\System32\cmd.exe"" -arg6 /c ""do_something""",C:\Users\svc_sql\AppData\Local\Temp\4beed526.tmp,721414307566bfa3dcbf3ca58db379494463cba8d087995c316a2a13a4ca9e42,An account failed to log on.,Lateral Movement,Remote Services,T1021,
488,2025-08-28 21:52:09,WIN-HOST-002,4663,Microsoft-Windows-Security-Auditing,Information,svc_updater,169.98.217.150,C:\Windows\System32\taskhostw.exe,"""C:\Windows\System32\taskhostw.exe"" -arg5 /c ""do_something""",C:\Users\svc_updater\AppData\Local\Temp\8ef1c614.tmp,7f319b7ae445b6afa87a97a3ffa40cdca9170d43c2192dfaf6eeeeba62279160,File encryption/ransomware activity observed (file renames & extensions).,Impact,Ransomware,T1486,Mass file modifications and suspicious file extensions.
489,2025-07-21 01:28:36,WIN-HOST-018,4627,Microsoft-Windows-Security-Auditing,Information,svc_sql,158.33.116.31,C:\Windows\System32\cmd.exe,"""C:\Windows\System32\cmd.exe"" -arg1 /c ""do_something""",C:\Users\svc_sql\AppData\Local\Temp\14e59338.tmp,1d4a5b01df0f577cccd6414b96de92d694a06c715f67d36ee67e5b5403ec42cc,Obfuscated script or binary detected.,Defense Evasion,Obfuscated Files or Information,T1027,Base64-heavy command line or packed binary.
490,2025-09-07 13:05:41,WIN-HOST-064,4657,Microsoft-Windows-Sysmon,Error,svc_backup,199.40.80.193,C:\Program Files\Mozilla Firefox\firefox.exe,"""C:\Program Files\Mozilla Firefox\firefox.exe"" -arg5 /c ""do_something""",C:\Users\svc_backup\AppData\Local\Temp\f3203921.tmp,0ce197b5aca5873330ad3dca68a047422b06e1ccc5b2a7ef926f7c179a3a36e9,Registry query or modification.,Discovery,Query Registry,T1012,Possible discovery of startup keys or persistence mechanisms.
491,2025-07-11 13:34:50,WIN-HOST-053,5156,Microsoft-Windows-Security-Auditing,Information,svc_updater,238.225.60.174,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,"""C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe"" -arg2 /c ""do_something""",C:\Users\svc_updater\AppData\Local\Temp\3f1440e5.tmp,3f80289552de1a65e20327a27b0c5a6dec051ad2be76f03e42cd4ed856c28c73,Windows Filtering Platform has permitted a connection.,Defense Evasion,Timestomping,T1099,
492,2025-09-16 14:59:56,WIN-HOST-012,4624,Microsoft-Windows-Security-Auditing,Information,Administrator,130.255.31.46,C:\Windows\System32\mpssvc.dll,"""C:\Windows\System32\mpssvc.dll"" -arg6 /c ""do_something""",C:\Users\Administrator\AppData\Local\Temp\1a326e86.tmp,81dedad1f6ce8986d7ccdc3478a07aa249172774cbfa21b36bed86ef868cfe6f,An account was successfully logged on.,Impact,System Shutdown/Reboot,T1529,
493,2025-06-22 00:25:06,WIN-HOST-033,4625,Microsoft-Windows-Security-Auditing,Warning,IIS_APPPOOL\DefaultAppPool,250.47.189.116,C:\Program Files\Mozilla Firefox\firefox.exe,"""C:\Program Files\Mozilla Firefox\firefox.exe"" -arg4 /c ""do_something""",C:\Users\IIS_APPPOOL\DefaultAppPool\AppData\Local\Temp\ddc78a44.tmp,f484d35b56284b8ffafd89a210472bfe0db483c03bd7794d42b8e00203f52a77,An account failed to log on.,Privilege Escalation,Exploitation for Privilege Escalation,T1068,
494,2025-09-08 04:08:08,WIN-HOST-023,3,Microsoft-Windows-Security-Auditing,Information,SYSTEM,173.64.146.68,C:\Program Files\7-Zip\7z.exe,"""C:\Program Files\7-Zip\7z.exe"" -arg6 /c ""do_something""",C:\Users\SYSTEM\AppData\Local\Temp\2c45de70.tmp,84a3f7d4b2c84c5d259ff6ee3c43525dad8f79fc28f9e7bf03f511a2ebe58f46,Network scanning activity detected.,Discovery,Network Service Scanning,T1046,Port/protocol scanning pattern observed.
495,2025-06-27 05:09:37,WIN-HOST-006,4625,Microsoft-Windows-Security-Auditing,Warning,SYSTEM,43.166.177.88,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,"""C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe"" -arg4 /c ""do_something""",C:\Users\SYSTEM\AppData\Local\Temp\5b966fcd.tmp,ea20556a135378cb5565c2a0c74033af32a5f81b321c6f56172e2c7982e0fdd9,Multiple failed logon attempts detected.,Credential Access,Brute Force,T1110,Failed logon count: 11
496,2025-07-08 16:32:06,WIN-HOST-012,1,Microsoft-Windows-Sysmon,Information,john.doe,46.208.135.212,C:\Windows\System32\rundll32.exe,"""C:\Program Files\OpenSSH\ssh.exe"" -arg4 /c ""do_something""",C:\Users\john.doe\AppData\Local\Temp\8c573399.tmp,bcf50df74a2a0f5bb1be1dc38386c3c184a4395e89d2b8d3a161e8545a59ff58,Attempt to read LSASS memory process or dump credentials detected.,Credential Access,Credential Dumping,T1003,Possible Mimikatz-like activity: access to lsass.exe memory.
497,2025-06-28 17:21:56,WIN-HOST-050,1102,Microsoft-Windows-Eventlog,Warning,alice,204.2.67.198,C:\Windows\System32\taskhostw.exe,"C:\Windows\System32\taskhostw.exe -ExecutionPolicy Bypass -NoProfile -WindowStyle Hidden -Command ""Invoke-Expression ...""",C:\Users\alice\AppData\Local\Temp\845b1d13.tmp,fb1ab2c5b7ea25c56114eb71a59ba1849bea12e019638254854aa99a5539a5a7,Command executed via scripting engine.,Execution,Command and Scripting Interpreter,T1059,Suspicious scripting activity; check base64 or obfuscation.
498,2025-07-09 08:02:47,WIN-HOST-008,3,Microsoft-Windows-Sysmon,Information,Guest,151.59.105.119,C:\Windows\System32\cmd.exe,"""C:\Windows\System32\cmd.exe"" -arg5 /c ""do_something""",C:\Users\Guest\AppData\Local\Temp\25db7d41.tmp,239ddf4159d339e375b6e11cfd350983f07f188b4530c73a1390d16ec210d681,Network Connection detected.,Defense Evasion,Masquerading,T1036,
499,2025-08-06 07:42:49,WIN-HOST-024,1,Microsoft-Windows-Sysmon,Information,krbtgt,199.119.79.174,C:\Windows\System32\taskhostw.exe,"""C:\Windows\System32\taskhostw.exe"" -arg1 /c ""do_something""",C:\Users\krbtgt\AppData\Local\Temp\229ced85.tmp,dc4f3473e724d76df490369ddc48a47198d0076c17dbe46c39a57c2290797532,Process Create.,Exfiltration,Exfiltration Over C2 Channel,T1041,
500,2025-07-13 09:47:24,WIN-HOST-017,7,Microsoft-Windows-Sysmon,Warning,alice,105.73.236.229,C:\Windows\System32\mpssvc.dll,"""C:\Windows\System32\mpssvc.dll"" -arg1 /c ""do_something""",C:\Users\alice\AppData\Local\Temp\1be7a212.tmp,fd1d0ea03cf055b7aa90d5ee10eb3edfa066cba3ebfcab809c8c08e0e14f623b,Image loaded (DLL).,Initial Access,Phishing: Spearphishing Attachment,T1566.001,
501,2025-07-16 06:30:29,WIN-HOST-041,1102,Microsoft-Windows-Eventlog,Warning,SYSTEM,144.164.164.33,C:\Program Files\Git\bin\bash.exe,"""C:\Program Files\Git\bin\bash.exe"" -arg6 /c ""do_something""",C:\Users\SYSTEM\AppData\Local\Temp\96cfd998.tmp,1f908022287034eadf8342529b40c04c474b2d4c78402d21a83be5b2d9ff7997,The audit log was cleared.,Persistence,Boot or Logon Autostart Execution,T1547,
502,2025-08-16 00:24:34,WIN-HOST-067,7,Microsoft-Windows-Sysmon,Warning,bob,186.5.221.15,C:\Windows\System32\cmd.exe,"""C:\Windows\System32\cmd.exe"" -arg3 /c ""do_something""",C:\Users\bob\AppData\Local\Temp\6e6a49f0.tmp,a5a71c6515e3c934a34c6c2ff084053899009ebbd4aa4b0f5320e57b3c174004,Image loaded (DLL).,Lateral Movement,Remote Services,T1021,
503,2025-07-14 04:49:27,WIN-HOST-050,3001,Microsoft-Windows-InternetExplorer,Information,Guest,156.231.238.209,C:\Program Files\Git\bin\bash.exe,"""C:\Program Files\Git\bin\bash.exe"" -arg6 /c ""do_something""",C:\Users\Guest\AppData\Local\Temp\167f64a8.tmp,8780a0bd425b5e543eefc0d7f6111647ddd44f9072ba9d4bd86cfa8e2c1f2c73,User clicked on compromised web resource.,Initial Access,Drive-by Compromise,T1189,Possible drive-by compromise.
504,2025-09-02 15:02:23,WIN-HOST-065,8,Microsoft-Windows-Sysmon,Information,alice,222.146.5.234,C:\Windows\System32\mpssvc.dll,"""C:\Windows\System32\mpssvc.dll"" -arg4 /c ""do_something""",C:\Users\alice\AppData\Local\Temp\cfe44ff6.tmp,9f80be1083911f1bddeb921b889945e22bfb1a2473edfd705ace99a0b361bca1,CreateRemoteThread detected.,Initial Access,Exploit Public-Facing Application,T1190,
505,2025-08-25 11:23:18,WIN-HOST-043,5156,Microsoft-Windows-Security-Auditing,Information,svc_updater,129.198.30.235,C:\Windows\System32\svchost.exe,"""C:\Windows\System32\svchost.exe"" -arg6 /c ""do_something""",C:\Users\svc_updater\AppData\Local\Temp\1e09c49c.tmp,cb862cac8b6a7d0c4f28eab402e9db652bfa78de5e2b02c29b4fbd33d9c41f00,Windows Filtering Platform has permitted a connection.,Collection,Input Capture,T1056,
506,2025-08-09 17:00:13,WIN-HOST-031,5145,Microsoft-Windows-Security-Auditing,Information,Administrator,146.178.106.205,C:\Windows\System32\mpssvc.dll,"""C:\Windows\System32\mpssvc.dll"" -arg4 /c ""do_something""",C:\Users\Administrator\AppData\Local\Temp\a220211a.tmp,4f7b1130fcfbca038a66ff7179340b7cd9a3e8bcf2dbb30f88f5a1181c139b59,A network share object was checked to see whether client can be granted desired access.,Initial Access,Exploit Public-Facing Application,T1190,
507,2025-08-18 04:13:49,WIN-HOST-016,3,Microsoft-Windows-Security-Auditing,Information,alice,26.70.213.54,C:\Windows\System32\svchost.exe,"""C:\Windows\System32\svchost.exe"" -arg1 /c ""do_something""",C:\Users\alice\AppData\Local\Temp\a1c8a272.tmp,f4e334aa09a80e15c3e25eaaa02b6ba1355c6465063a91934837d6fb0a72b9f3,Network scanning activity detected.,Discovery,Network Service Scanning,T1046,Port/protocol scanning pattern observed.
508,2025-09-09 00:54:18,WIN-HOST-078,7,Microsoft-Windows-Sysmon,Warning,krbtgt,143.245.7.1,C:\Program Files\7-Zip\7z.exe,"""C:\Program Files\7-Zip\7z.exe"" -arg6 /c ""do_something""",C:\Users\krbtgt\AppData\Local\Temp\c872d254.tmp,3a12ac704e5bb8fe815ee4a22807370e944b78a41c6e82aab7963eb987a07b77,Mass deletion of files detected.,Impact,Data Destruction,T1485,Data destruction activity suspected.
509,2025-08-15 18:27:33,WIN-HOST-047,4672,Microsoft-Windows-Security-Auditing,Information,SYSTEM,216.37.48.16,C:\Program Files\Mozilla Firefox\firefox.exe,"""C:\Program Files\Mozilla Firefox\firefox.exe"" -arg5 /c ""do_something""",C:\Users\SYSTEM\AppData\Local\Temp\3a717f99.tmp,3a8b8da4f7b67aa114281aa06cc5615ce8a80b3bf7eba05fbcc38ddc161c8f70,Special privileges assigned to new logon.,Defense Evasion,Timestomping,T1099,
510,2025-07-19 16:33:59,WIN-HOST-077,11,Microsoft-Windows-Sysmon,Error,alice,183.70.27.114,C:\Program Files\OpenSSH\ssh.exe,"C:\Program Files\OpenSSH\ssh.exe -ExecutionPolicy Bypass -NoProfile -WindowStyle Hidden -Command ""Invoke-Expression ...""",C:\Users\alice\AppData\Local\Temp\bc92315b.tmp,412a65587646a6b95995a44c88fc3ca961f9a244bd1cd72c244e7036b36b0c05,Command executed via scripting engine.,Execution,Command and Scripting Interpreter,T1059,Suspicious scripting activity; check base64 or obfuscation.
511,2025-07-15 21:20:06,WIN-HOST-029,11,Microsoft-Windows-Sysmon,Error,SYSTEM,204.199.20.127,C:\Program Files\OpenSSH\ssh.exe,"""C:\Program Files\OpenSSH\ssh.exe"" -arg5 /c ""do_something""",C:\Users\SYSTEM\AppData\Local\Temp\fd0034a7.tmp,4733f1734eba3ede52e1a80b33d09ee0f801602c648b7145d91e826633d41d5f,File created.,Collection,Input Capture,T1056,
512,2025-07-11 16:42:17,WIN-HOST-014,4688,Microsoft-Windows-Security-Auditing,Information,SYSTEM,126.15.96.178,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,"""C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe"" -arg6 /c ""do_something""",C:\Users\SYSTEM\AppData\Local\Temp\96c79558.tmp,0809bdea4251803ab0548a36082ea5455c4c0ab884d2765eaa6862bbc64d9105,Registry query or modification.,Discovery,Query Registry,T1012,Possible discovery of startup keys or persistence mechanisms.
513,2025-08-09 03:10:37,WIN-HOST-014,3,Microsoft-Windows-Sysmon,Information,svc_updater,48.2.216.49,C:\Program Files\Mozilla Firefox\firefox.exe,"""C:\Program Files\Mozilla Firefox\firefox.exe"" -arg4 /c ""do_something""",C:\Users\svc_updater\AppData\Local\Temp\b1455075.tmp,85d7e5a4eded717b9b98f90bb2aed1219a1c6076150c02e644857f5ec3d72cc0,Network Connection detected.,Credential Access,Input Capture: Keylogging,T1056.001,
514,2025-08-04 11:42:46,WIN-HOST-025,7045,Service Control Manager,Information,john.doe,193.212.138.16,C:\Windows\System32\cmd.exe,"""C:\Windows\System32\cmd.exe"" -arg6 /c ""do_something""",C:\Users\john.doe\AppData\Local\Temp\9cf1528f.tmp,5d8bf42950c0c8f61d54ba109babf0030c2f279a08408b3abe33ca5b6e7e52bf,A service was installed in the system.,Initial Access,Phishing: Spearphishing Attachment,T1566.001,
515,2025-07-14 14:30:12,WIN-HOST-076,7,Microsoft-Windows-Sysmon,Warning,Administrator,129.19.23.168,C:\Windows\System32\mpssvc.dll,"""C:\Windows\System32\mpssvc.dll"" -arg4 /c ""do_something""",C:\Users\Administrator\AppData\Local\Temp\a7bf68f0.tmp,9f010d28dbb5ace50218ae278e0e5b8840fd4ed224bfec556b760a7fbfdfeb18,Image loaded (DLL).,Persistence,Boot or Logon Autostart Execution,T1547,
516,2025-07-28 08:52:07,WIN-HOST-007,4624,Microsoft-Windows-Security-Auditing,Information,bob,148.28.35.250,C:\Windows\System32\taskhostw.exe,"""C:\Windows\System32\taskhostw.exe"" -arg2 /c ""do_something""",C:\Users\bob\AppData\Local\Temp\fa6d1c57.tmp,2951bb64fc04d44e53a4c5e1c4fcd77d7324ad15bf0104f5c61d3fb6383f8cdd,An account was successfully logged on.,Impact,System Shutdown/Reboot,T1529,
517,2025-08-11 05:59:12,WIN-HOST-077,4625,Microsoft-Windows-Security-Auditing,Warning,krbtgt,98.121.64.60,C:\Program Files\OpenSSH\ssh.exe,"""C:\Program Files\OpenSSH\ssh.exe"" -arg6 /c ""do_something""",C:\Users\krbtgt\AppData\Local\Temp\25726297.tmp,3b5304c8751e104fe6c091e8544fd6ee041b4df76cbedfabe7232bb9e2c27a64,An account failed to log on.,Exfiltration,Exfiltration Over C2 Channel,T1041,
